,twitter_id,name,created_at,text
2067,1338098229741760515,Hugorelly,12/13/20,rt  a very nice gift from one of our lovely family of patients this is defo the year to say an extra thanks to key workers and
2068,1338098229829885952,mrkelleytusco,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2069,1338098233151635457,God61284517,12/13/20,rt  coronavirusupdates  covid19 india tracker as on 13 december 2020 0800 am  confirmed cases 9857029 reco
2070,1338098234468806656,La_anonime,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2071,1338098235454464000,lchoshi,12/13/20,rt  no vaccine for cancer  no vaccine for hivaids  yet in a very short space of time researchers have found a vaccine for covid
2072,1338098241947123712,mraph_,12/13/20,rt  the next 3 months will be the darkest winter in american history please protect your families and your community covid19
2073,1338098243801022465,KKYadav73049358,12/13/20,rt  we break for winter soon so this probably our last event in this series for the year despite covid19 weve organiz
2074,1338098245873053696,gcfpjmjk__,12/13/20,rt  likewise twt jimin namjoon jin yoongi hobi taehyung amp jungkook and crew  please take care of yourselves amp stay sa
2075,1338098245973782528,FrancoisGoHabs,12/13/20,rt  another 3080 americans perished saturday covid19 total death toll likely to top 300000 on sunday doctors and nurse
2076,1338098246246395910,Jerriannjaz,12/13/20,rt  country music hall of famer charlie pride has died in texas from complications related to covid19kiss an angel good
2077,1338098248859447297,michaelpolling5,12/13/20,covid19 was the 24th most common cause of death in england last month as official data reveals august was the leas 
2078,1338098253234135041,Vasili90876505,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2079,1338098258950942720,omujyasi,12/13/20,rt   you think youre the one who knows everything here in this country museveni failed to manage covid19 situatio
2080,1338098259273900035,Andrewkrash256,12/13/20,rt  the concert that took place last night was it to rise funds for more oxygen for covid19 patients whats with the double
2081,1338098259890409478,rabbisylvia,12/13/20,rt  sorry to come across as a scrooge but as an oncologist who is on a covid19 ward rota to help out our amazing acute medicine
2082,1338098263744868357,aizat_bakar,12/13/20,suit amp covid19 replacesongtitlewithcovid19
2083,1338098264688762880,KurtBraddock,12/13/20,rt  i want to share my story with you i think given my last post it is important i am a participant in a phase 3 clinical trial fo
2084,1338098267909918721,LancasterLeanne,12/13/20,rt  breaking groundbreaking black country musician charley pride has died of covid19 complications at 86   one month a
2085,1338098270300672001,Diane19061953,12/13/20,rt soubry a huge thank you amp shout out for all those doctors amp nurses giving up their sunday to deliver the covid19 vaccine in par
2086,1338098270464176128,RealKenn13,12/13/20, always wear mask   crypto cryptocurrencies covid19
2087,1338098271982661632,HerbSpecialist,12/13/20,rt  get informed being sheep do your own research dont take my word or anyone elses if you look you shall find wev
2088,1338098272301363201,MargueriteFahey,12/13/20,the first step 
2089,1338098283974176773,techradiottt,12/13/20,rt  technologys impact on performance and operations has changed during covid19   find out which technologies could accelerate y
2090,1338098289896517636,TracyeMuhammad,12/13/20,rt  americas wicked plan   bioethnic warfare   121320 10am    minishmael farrakhan no
2091,1338098291058200576,Neen77,12/13/20,rt  by now it is just so obvious that covid19 is mainly an aerosol transmitted disease with minor fractions of surface and
2092,1338098292501131267,MarkAlanMarks1,12/13/20,retweet this
2093,1338098292551540736,Prof_Marciniak,12/13/20,rt doc puts covid19 in frightening perspective
2094,1338098296808738816,Enganador24,12/13/20,rt  the next 3 months will be the darkest winter in american history please protect your families and your community covid19
2095,1338098297190440961,ts_proud,12/13/20,rt    i think you are absolutely correct in your assessment covid19 very treatable w low cost
2096,1338098298264186880,isapiperswan,12/13/20,rt  likewise twt jimin namjoon jin yoongi hobi taehyung amp jungkook and crew  please take care of yourselves amp stay sa
2097,1338098300596137985,carolesmail56,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2098,1338098301032419328,mongkolroek,12/13/20,rt  with the rise of covid19 global agrifood systems have seen a rise in the use of digital technologies including in somalia
2099,1338098300939956232,shemin_joy,12/13/20,delhi covid19 update2 dec 13  cumulative positive cases 607454 cumulative positivity rate 841  recovereddischa 
2100,1338098301451767808,soitiz,12/13/20,epidemiological situation in palestine is very difficult   palestine covid19 
2101,1338098303498678274,Evelyn74415780,12/13/20,rt  ecdc data from today 14 day incidence of covid19 cases per 100000 population in europe  lowest   iceland  507
2102,1338098304085864449,JayJuqu,12/13/20,covid19 is temporarily drip is forever 
2103,1338098305566449664,lauriedtmann,12/13/20, reports over 305000 americans have died from covid19 while states like florida deliberately suppre 
2104,1338098307252490242,GeradeneM,12/13/20,rt  nobody should try for a child within three months of having the covid19 vaccine  prof karina butler 
2105,1338098310368944128,hocusmare,12/13/20,rt  even in the midst of a pandemic people need income if they are to keep food on the table and a roof over their heads
2106,1338098313934090242,Vibless2,12/13/20,for where werey dey disguise
2107,1338098315800535044,symbols17,12/13/20,brilliant to see  win the  today just seems a top bloke and has worked so hard this year 
2108,1338098317952245762,Enganador24,12/13/20,rt  2 very dark trend 
2109,1338098320854618120,Hope4Hopeless1,12/13/20,rt  a global vaccine with no prehuman trials or peer reviewed studies giving full immunity to the companies that make it deat
2110,1338098324214308868,saimmy7,12/13/20,uhuru raila are pushing bbi as if the world for them is ending tomorrow they are too blind to see that we dont nee 
2111,1338098324885417984,Zoid0101,12/13/20,rt stephen our country is under siege and the warrior at the battle frontline is medics our gov may not give you 21 guns salute
2112,1338098326827278336,AkashDhkad,12/13/20,rt  bjp president  tests positive for covid19  
2113,1338098328056246275,TheMugisa,12/13/20,rt  lemon prices shoot up in western uganda thanks to covid19 with the belief by locals that lemons boost their immunity aga
2114,1338098328555446274,Qurioser,12/13/20,this covid19 is mostly the flu   
2115,1338098329524318208,jsnydermolner,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2116,1338098336558182403,konstantinaBel3,12/13/20,rt  bean paste enterprises in pidu district of chengdu have taken various preventive measures to ensure the production of pixia
2117,1338098336952250368,Daisy35664993,12/13/20,rt  breakingunited states recorded more than 3000 covid19 deaths in a single day a pandemic record   us also now topped
2118,1338098338521034753,Enganador24,12/13/20,rt  3 we must stop this   robert redfield for the next 60 to 90 days were going to have more deaths per day t
2119,1338098341717155840,deadblurryface,12/13/20,rt   its been 5yrs since 197 governments made a pledge to keep global heating under 15c   they failed to act   instead
2120,1338098346230075393,kumar_nayak124,12/13/20,rt  due to covid19 pandemic bo business has shrunk around 80 yoy in 2020 and it needs a huge impetus to revive the cinema in
2121,1338098346377048065,zarahowilliams,12/13/20,rt  lone walk so who took the photographs
2122,1338098347165573121,AnxiousPsych,12/13/20,rt  i want to share my story with you i think given my last post it is important i am a participant in a phase 3 clinical trial fo
2123,1338098348121751553,sunnysuh11,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2124,1338098348293718016,NewsroomPostCom,12/13/20, chief  tests positive for covid19   
2125,1338098348625104896,PaulPay71986062,12/13/20,rt  for months now a scientist who worked in the hospital lab on pcr test kept asking   what is the specific identifie
2126,1338098349354831872,western1voice,12/13/20, alberta try breaking away from the indoctrination and find out why they dont want you with your f 
2127,1338098349526888448,TAdamsPhysics,12/13/20,great video everyone needs to understand how to interact with a guide dog  a friend of mine taught me the rules y 
2128,1338098350382600193,Zoid0101,12/13/20,rt stephen 1 antivaccine movement needs to be checked in kenya gok needs to hedge against the possibility of part of our popula
2129,1338098352571858944,connie_erlich,12/13/20,rt  a terrific interview on  explaining why 9 in 10 people in poor countries are set to miss out on a covid19 vaccine next ye
2130,1338098354434142209,Tarun66259259,12/13/20,rt  now the students are being threatened amp blackmailed to write the exam in campus because srmist also knows that this plat
2131,1338098355986173952,BryantHilton,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2132,1338098356774608899,TheQuint,12/13/20,breaking  bjp president jpnadda says he has tested positive for covid19 and is in home quarantine 
2133,1338098357261242369,MichalWyderka,12/13/20,there are 12 days until christmas  christmas advent covid19 comming world merrychristmas lovelytime poland 
2134,1338098361921101826,DeborahM556,12/13/20,this is very important to know please check this chart   
2135,1338098365473558530,JustAnotherLaug,12/13/20,thank you oh so gracious covid19 makersofcovid19 youve avenged many peopled forced into having 2 spend many of 
2136,1338098369697222658,neckfat3,12/13/20,rt  the next 3 months will be the darkest winter in american history please protect your families and your community covid19
2137,1338098370079051776,ingrnmts,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2138,1338098373824565248,SlowTwista,12/13/20,rise funds anyone else
2139,1338098375703601155,madelaam,12/13/20,rt eu todays covid19 update 12122020  global  70 332 414 cases  1 596 000 deaths  eueeauk  14 824 355 cases  369 840
2140,1338098378337611777,RachieRenee,12/13/20,these things were already available too easy to cure so without them plandemic
2141,1338098379960713218,AMiceMarina,12/13/20,rt  florida man  pays for the overdue utility bills of 114 local residents with next bills due on day after christmas
2142,1338098383546793984,lightboxgallery,12/13/20,rt  she was 29 
2143,1338098387271503881,kika17_,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2144,1338098387514609664,Sristi_agrawal,12/13/20,rt  college is missing us taking various steps to make us come to college boycottcodetantra srmboycottsprocotor srmstude
2145,1338098387522973697,TheStormSailor1,12/13/20,as per  statistics globally 2205 people are currently dying per day of covid19 and 3406 pe 
2146,1338098391960543233,vijaygathala74,12/13/20,rt  wishing speedy recovery to bjp mla chandrakanta meghwal ji who has tested positive for covid19 may she gets well soo
2147,1338098393420279808,irismariefrison,12/13/20,rt  audrey ellis 29yo transplant rn uc downtown denver hospital   died of covid19 cardiac damage 322 she loved life irish d
2148,1338098398646321160,RonanInManila,12/13/20,covax is a who mechanism to help low and middleincome countries have access to a covid19 vaccine once available 1 
2149,1338098399367720960,saraswantos,12/13/20,rt  the latest above the fold in healthcare  thanks to health  covid19 phys
2150,1338098402362597376,Berna_BM,12/13/20,rt  general perna of operation warp speed ows says its all about saving lives this is the beginning of the end as the first 
2151,1338098404996616200,TheNowMovement2,12/13/20,rt mokoena good morning africa covid19 second wave is real many people are  infected the death toll is rising please comply wi
2152,1338098406611320832,buddho_buddho,12/13/20,eat natto and miso soup for vitamin k and get some sun and fresh air take some vitamin c too
2153,1338098409169956867,toddbarnard,12/13/20,rt  a month ago not a mask to be seen
2154,1338098409593593856,Proxoneta1,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2155,1338098410663026690,zorinstv,12/13/20,pfizer will be publicly available in us from monday pfizer covid19 vaccine unitedstates 
2156,1338098413414584322,BenoitAntonetti,12/13/20,rt  heres a look back at how covid19 took over 2020 and how society attempted to fight back 
2157,1338098418451931138,drumcodeuk,12/13/20,june masks july masks august masks september masks october masks november masks december fuck it we need a 
2158,1338098419768958977,riocard911,12/13/20,rt  how do we visualize almost 300k covid19 death here are 278528 coffins  stacked 64x64x68 next to the white house 51 met
2159,1338098421631123458,Ramji370,12/13/20,rt  bjp president  tests positive for covid19  
2160,1338098421849346050,DCornpole,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2161,1338098422788874247,KathyGr58461685,12/13/20,rt  audrey ellis 29yo transplant rn uc downtown denver hospital   died of covid19 cardiac damage 322 she loved life irish d
2162,1338098425712218117,thuyzoomynguye1,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized 
2163,1338098430418280449,MCraigMcCormick,12/13/20,rt  today this rapid pop up testing for people over 16 no symptoms exposures travel or contacts thanks everyone for vo
2164,1338098436051111936,singhangad1208,12/13/20,rt  when govt thinks going to previous question and having navigation in an exam isnt malpractice and they have it in the
2165,1338098437171064832,queekie1,12/13/20,rt  pandemic denialism lunacy all covid19 deniers should have to volunteer  work in the hospital or a morgue themselves w
2166,1338098438613983232,JoeLaw73161631,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2167,1338098439893131264,ReubenHeart,12/13/20,rt  the next 3 months will be the darkest winter in american history please protect your families and your community covid19
2168,1338098445685420038,DileepChakky,12/13/20,instructive to see how we have handled covid19 overall
2169,1338098447493296129,ReenieGeraci,12/13/20,rt  republicans are also so quiet every time one of their own is covid19 positive diagnosed or drops into the hospital   the
2170,1338098449556910081,tweetyfairy,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2171,1338098453998604289,SharnWhite,12/13/20,the latest the australian familyhistory4u daily  thanks to  martin5 bah covid19 australia
2172,1338098463448440833,eseison,12/13/20,cases cases cases though look at all these cases 
2173,1338098463633002497,retiredvet27,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2174,1338098465629409285,zippy90585963,12/13/20,rt  keep fighting md and  executives need to have their asses sued for public endangerment and damaging
2175,1338098465750962176,the5thpriestess,12/13/20,rt    burmese myanmar fans have donated over 1 million kyats 770 usd to local charity we love yangon helping with covid
2176,1338098465553985536,PavelBoytchev,12/13/20,decision 77 elevators transport agents in packs cabins are areas of higher rick of infection so i had to model 
2177,1338098468091551747,Katie78483813,12/13/20,rt  well would you look at that
2178,1338098469827981313,mollox,12/13/20,ie that would be handy for breaking up covid19 street parties  wants to order one for each nphet member 
2179,1338098470385750018,ineverreallykno,12/13/20, dont just coalesce they aggregate soon the state of nj can provide a public gym for free after restrictio 
2180,1338098471165960193,usamabasit,12/13/20,rt  audrey ellis 29yo transplant rn uc downtown denver hospital   died of covid19 cardiac damage 322 she loved life irish d
2181,1338098472692707328,debleg58,12/13/20,rt  pandemic denialism lunacy all covid19 deniers should have to volunteer  work in the hospital or a morgue themselves w
2182,1338098477339987968,c_caviglia,12/13/20,word
2183,1338098478224822273,IceCreamJudas,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2184,1338098479915126784,Babita921,12/13/20,   didi threw covid19 infected bricks at him it was a kind of bio weapon 
2185,1338098482054373379,vauxguy,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2186,1338098484256382976,helena91783747,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2187,1338098488895221763,georgemkeynes,12/13/20,rt  dear    i have over 40 years experience in the nhs amp have seen the devastating consequences of covid19
2188,1338098494146551812,firefire100,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2189,1338098495727808515,LREM_Chaumont,12/13/20, posted  
2190,1338098496591724546,Siddhusid2662,12/13/20,rt  now the students are being threatened amp blackmailed to write the exam in campus because srmist also knows that this plat
2191,1338098496897839104,TammyJolle,12/13/20,rt  ffs if it was that contagious we would have dead bodies all over the streets in helltoria
2192,1338098510462414848,warrenmc71,12/13/20,rt     here is the math and the stark graphics
2193,1338098510554570754,Sun94974433,12/13/20,rt  breaking  bjp president jpnadda says he has tested positive for covid19 and is in home quarantine 
2194,1338098511003475974,LicitrajJan,12/13/20,rt  if you believe the truth about treating covid19 is important enough not to be intentionally suppressed and withheld fr
2195,1338098515273199619,Lorence_Hyler,12/13/20,rt  tawauna averette 42yo rn kettering health dayton oh died of covid19 128 she was 35 wks pregnant her baby girl was del
2196,1338098516577710081,xoRoyalPrincess,12/13/20,over this 
2197,1338098517743644672,bshakespeare1,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2198,1338098518003572738,james66948908,12/13/20,these data analyses suggest that in contrast to most peoples assumptions the number of deaths by covid19 is not 
2199,1338098523770941446,carmenjessica26,12/13/20,rt    burmese myanmar fans have donated over 1 million kyats 770 usd to local charity we love yangon helping with covid
2200,1338098530251104262,michell90853984,12/13/20,i will not be mixing over christmas i am also really pleased to say that in my work as a nurse everyone i have spo 
2201,1338098530922225667,squatchmom88,12/13/20,rt  tawauna averette 42yo rn kettering health dayton oh died of covid19 128 she was 35 wks pregnant her baby girl was del
2202,1338098531060551681,thePetmid,12/13/20,study dogs can be trained to detect covid19  via  dogs dogsoftwitter pets covid covid19
2203,1338098533380009988,AlanaLynn76,12/13/20,rt dad wow so im confused arent we the province that has covid under control in our schools oh wait now i see the problem for
2204,1338098534369857538,PraviNidza,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2205,1338098535091331072,EmfFact,12/13/20,  if you complement that with advice to study how quercetin helps protect and heal then maybe 
2206,1338098536739692546,Kalifornica,12/13/20,rt  audrey ellis 29yo transplant rn uc downtown denver hospital   died of covid19 cardiac damage 322 she loved life irish d
2207,1338098537360482305,WicomicoNAACP,12/13/20,rt  energy is a human right  keep the lights on and water running for all families this winter  covid19 noshutoffs htt
2208,1338098540917235713,GiannaBarberia,12/13/20,rt  happening now live on  the first shipments of the  covid19 vaccine are going out this morning this
2209,1338098543022780416,Sofiaar49306021,12/13/20,rt  likewise twt jimin namjoon jin yoongi hobi taehyung amp jungkook and crew  please take care of yourselves amp stay sa
2210,1338098543589023745,stevieinselby,12/13/20,rt  sorry to come across as a scrooge but as an oncologist who is on a covid19 ward rota to help out our amazing acute medicine
2211,1338098545904250881,IamMosiuwaK,12/13/20,rt  eminent scientists have published research which proves that   theres no evidence of a pandemic  there are no tests c
2212,1338098545958604801,Margare58754295,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2213,1338098546692792323,khalida_ahmed18,12/13/20,conference alertsdc2020 postcovif19 pakistan with the doing good index
2214,1338098548152229892,AroIias,12/13/20,rt  tomorrow iias is organizing lecture on heteropolarity and the new world order as part of india in the postcovid19 worl
2215,1338098549683326976,5_Coogs,12/13/20,you do work for the nyt   nothing you post can be taken as science only political   did the check from beijing cl 
2216,1338098552216690693,yvonnemoulds,12/13/20,rt  audrey ellis 29yo transplant rn uc downtown denver hospital   died of covid19 cardiac damage 322 she loved life irish d
2217,1338098552174751744,FreeSpeech_0,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2218,1338098552971665408,CarolineLiquori,12/13/20,rt   we have got to stop the misinformation i call on  and  to step up covid19 misinformation
2219,1338098554108334080,OndaIjo,12/13/20,rt  buy agt agifttoken today click the link in bio to shop happy holidays     christmas christmast
2220,1338098554812977152,MJ57323540,12/13/20,rt  lol  austrian mp tries a govt funded  corona test on a glass of coke live in parliament  comes back positive for covid1
2221,1338098558575276035,MajorMcBloodnok,12/13/20,rt  few have seen chancellor merkel as emotional as this  i really am sorry from the bottom of my heart but if the price we
2222,1338098558554271746,bobbidog,12/13/20,could not agree more
2223,1338098559820820480,Mohsinfanclub,12/13/20,rt  wishing the  president shri  ji a very speedy recovery from covid19 we send him our best wishes for a
2224,1338098561838407682,SwimDistance5,12/13/20, arilis gym is at it again
2225,1338098562836606976,LottyT,12/13/20,rt  few have seen chancellor merkel as emotional as this  i really am sorry from the bottom of my heart but if the price we
2226,1338098564153679873,TylerJacobP,12/13/20,thanks for equating war amp terror attacks with a global pandemic idk where id be without these geniuses running th 
2227,1338098574551355394,taylorswiftya13,12/13/20,rt    burmese myanmar fans have donated over 1 million kyats 770 usd to local charity we love yangon helping with covid
2228,1338098578535796737,moneycontrolcom,12/13/20,just in  j p nadda tests positive for covid19  live updates  
2229,1338098579466948610,Amar32733071,12/13/20,rt  breaking  bjp president jpnadda says he has tested positive for covid19 and is in home quarantine 
2230,1338098580331094017,MCEmory,12/13/20,rt  millions of people worldwide say they want to quit tobacco use but struggle to do so especially with the added stresses of covid
2231,1338098588962975745,Guy_de_Gisbourn,12/13/20,covid19
2232,1338098590707675137,AMiceMarina,12/13/20,rt  stockholms icu capacity hit 99 this week sweden  is also completely out of icu nursing staff because of high resignati
2233,1338098590837772288,BilgeErten,12/13/20,rt  the next 3 months will be the darkest winter in american history please protect your families and your community covid19
2234,1338098593614409729,PapiGunzo01,12/13/20,dead
2235,1338098594570620931,NACOINDIA,12/13/20,rt  indiafightscorona   home care guide for people with suspected or confirmed covid19    take advice from doctors  w
2236,1338098595493449728,KirkChris,12/13/20,rt  one science not mentioned by  is behavioural sciencewithout behaviour covid19 vaccines are not vaccinat
2237,1338098599683530753,go2ananya,12/13/20,just lost my front door neighbour of 10yrs to covid19  he was an old grandpa what we know the entire household o 
2238,1338098599733948419,Ashnikbiz,12/13/20,in the time of such crisis we may have got some valuable lessons just like that enterprises are evolving everyda 
2239,1338098600409067520,ccpyaowan8,12/13/20,rt  the next 3 months will be the darkest winter in american history please protect your families and your community covid19
2240,1338098606209986561,janeintravel,12/13/20,rt  and averaging 430 deaths in the uk over the past 40 days    the desensitisation on this is phenomenal and the media has
2241,1338098606323150852,SteveWildWolf,12/13/20,rt  sorry to come across as a scrooge but as an oncologist who is on a covid19 ward rota to help out our amazing acute medicine
2242,1338098606981574658,n_pencilcactus,12/13/20,rt  audrey ellis 29yo transplant rn uc downtown denver hospital   died of covid19 cardiac damage 322 she loved life irish d
2243,1338098607279452160,sarahmdonnelly1,12/13/20,brilliant initiative   providing a template for hscps caring for olderpeople to write to elected official 
2244,1338098607556276224,Dengelideli,12/13/20,rt  audrey ellis 29yo transplant rn uc downtown denver hospital   died of covid19 cardiac damage 322 she loved life irish d
2245,1338098612446900227,corizance,12/13/20,rt  ai whats in store for 2021    machinelearning datascience python ai 100daysofcode devcommuni
2246,1338098612639850498,CorrineBassel,12/13/20,rt  republicans are also so quiet every time one of their own is covid19 positive diagnosed or drops into the hospital   the
2247,1338098613482872832,LisaRobertsHfx,12/13/20,rt  today this rapid pop up testing for people over 16 no symptoms exposures travel or contacts thanks everyone for vo
2248,1338098613961023489,alicelovescorg1,12/13/20,rt  i want to share my story with you i think given my last post it is important i am a participant in a phase 3 clinical trial fo
2249,1338098616339206146,_therealdebs,12/13/20,rt  i want to share my story with you i think given my last post it is important i am a participant in a phase 3 clinical trial fo
2250,1338098616607629315,NTechlibre,12/13/20,the ccp is so far in youll never stop them now youre about to get paid in full for the opium wars the han don 
2251,1338098619849863168,Totallytar,12/13/20,    please set aside partisan politics and pass covid19 relief for w 
2252,1338098620273360897,indiatvnews,12/13/20,sputnik v covid19 vaccine likely to offer 2year protection developers  via   sputnikv coronavirus 
2253,1338098622580228096,CentreLeak,12/13/20,breaking  bjp national president  tests positive for covid19   jpnadda  covid19  coronavirus 
2254,1338098623758946306,obsssa,12/13/20,rt  14 free data science books to add your list    machinelearning datascience python ai 100daysofco
2255,1338098627676409856,spyshorenews,12/13/20,spy covid19 daily update dec 12  maryland dorchestercounty covid19 johngriep dailyupdates
2256,1338098627722489856,debethington,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2257,1338098630662742017,phonyjae,12/13/20,rt  for the dutchies  read  the article by  about how were empowering restaurant owners and fresh producers during
2258,1338098631317069824,DJTTruth,12/13/20,rt  so cnn state elderly dying after vaccine would be something we would expectas a normal occurrence because people die freq
2259,1338098636593524736,Mmadkour78,12/13/20,rt politics merkel orders tough new covid19 curbs from dec 16  jan 10  nonessential shops will close schools will close contact
2260,1338098636648050689,Layde_Phoenix,12/13/20,rt fogle covid19 vaccine should be avoided at all cost  if a vaccination symptom develops after an mrna vaccination neither i nor
2261,1338098636706750465,ReginaAnnKydd,12/13/20,rt  pandemic denialism lunacy all covid19 deniers should have to volunteer  work in the hospital or a morgue themselves w
2262,1338098640947191810,HughDan1956,12/13/20, hopefully they will be kept after covid19 as well 
2263,1338098641609908233,TheRevalue,12/13/20,rt  nobody should try for a child within three months of having the covid19 vaccine  prof karina butler 
2264,1338098646039076865,iPythonistaBot,12/13/20,rt  14 free data science books to add your list    machinelearning datascience python ai 100daysofco
2265,1338098648069124096,TomKattman,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2266,1338098649138679810,blackstembot,12/13/20,rt  why do it sectors need rpa     machinelearning datascience python ai 100daysofcode devcommunit
2267,1338098652598984710,SpunOut,12/13/20,rt  we still have a very small number of the thank you frontline workers covid19 cards all profits go to the excellent y
2268,1338098652271661058,nahluwalia20,12/13/20,science is informing us that as we invade forest ecosystems amp destroy homes of species we create conditions for ne 
2269,1338098654402383875,DiegoMa17408704,12/13/20,rt  just yesterday they were going around piones without masks and the cops offered some and they refused them the woman calle
2270,1338098656709382144,nickrmet,12/13/20,rt  la public health warns that hospital capacity is dangerously low but official data shows that the 4 countyrun dhs hospital
2271,1338098663038595072,claudiomassimi1,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2272,1338098664225574914,rameshjagadabi,12/13/20,rt  due to covid19 pandemic bo business has shrunk around 80 yoy in 2020 and it needs a huge impetus to revive the cinema in
2273,1338098667241283586,Arani18,12/13/20,my article is featured on the  covid19 community page read it here  
2274,1338098668633792514,Dietitian_Tina,12/13/20,slowly returning with a new mindset mentalhealthawareness mentalhealthmatters wellbeing shielding covid19
2275,1338098669510389766,FlopsAre,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2276,1338098669577449472,shiny60120578,12/13/20,rt    burmese myanmar fans have donated over 1 million kyats 770 usd to local charity we love yangon helping with covid
2277,1338098669849960450,NACOINDIA,12/13/20,rt  indiafightscorona  3 steps to stay protected from covid19    wash sanitize hands regularly  wear your mask pro
2278,1338098671074807808,avatessmom,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2279,1338098671402033152,iPythonistaBot,12/13/20,rt  why do it sectors need rpa     machinelearning datascience python ai 100daysofcode devcommunit
2280,1338098675936075776,Nordic_Mike,12/13/20,rt  freedom of information request to the nhs reveals that no one without any preexisting medical conditions has died from co
2281,1338098677261471744,xaelbot,12/13/20,rt  why do it sectors need rpa     machinelearning datascience python ai 100daysofcode devcommunit
2282,1338098687965360128,BjayzusBob,12/13/20,i see youre reading my tweets don  thank you for your support  bob in ireland
2283,1338098688703438850,IndiaToday,12/13/20,sources say hundreds of protesters are sick but have refused to undergo covid19 tests farmersprotest 
2284,1338098690326609922,Freedom0fTweech,12/13/20,rt  this is why you should stop listening to epidemiologists everything they say is politicized
2285,1338098691752697856,TangguhChairil,12/13/20,on december 12 ntu research fellow muhammad faizal abdul rahman wrote an article about counterterrorism amid 
2286,1338098691534548993,ApdKangra,12/13/20,were all tired of covid19but the fact is covid19 is not tired of usthis pandemic isnt over amp cases are still 
2287,1338098695070429191,debydoodle,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2288,1338098695259234304,drehorgel123,12/13/20,rt  encore robert f kennedy jr warns dont take a covid19 vaccine under any circumstances   
2289,1338098698501427201,MKay_One,12/13/20, whatever that means anyone who wants to continue making money will downplay the extent of covid19
2290,1338098698715340802,BLPC_S,12/13/20,rt  if you believe the truth about treating covid19 is important enough not to be intentionally suppressed and withheld fr
2291,1338098701332516864,matwhynott,12/13/20,rt  covid19 rapid testing popup sites are in antigonish today at the amelia saputo centre st francis xavier university and in
2292,1338098703236784129,NelsonElNelz,12/13/20,rt  lol  so he actually got a photographer to take pictures of him at night 
2293,1338098703555579907,dmrtownend,12/13/20,rt  i wont be seeing my parents this xmas because as an nhs doctor i have seen the tragic consequences of covid19 i strongly
2294,1338098703765266432,SoniaL77,12/13/20,rt  sorry to come across as a scrooge but as an oncologist who is on a covid19 ward rota to help out our amazing acute medicine
2295,1338098704817946624,ROBERTBLACK68,12/13/20,rt  this is ian smith owner of atilis gym in bellmawr nj  we are near 300000 deaths from covid19  in terms of casualties
2296,1338098707586293765,_snc1,12/13/20,rt  sorry to come across as a scrooge but as an oncologist who is on a covid19 ward rota to help out our amazing acute medicine
